Gene names	LFQ_Ctrl_U57_GC1_01_2070	LFQ_Ctrl_U57_GC1_01_2071	LFQ_Ctrl_U59_GC2_01_2072	LFQ_Ctrl_U59_GC2_01_2076	LFQ_Ctrl_U60_GA7_01_2029	LFQ_Ctrl_U60_GA7_01_2030	LFQ_Ctrl_U62_GA8_01_2031	LFQ_Ctrl_U62_GA8_01_2032	LFQ_Ctrl_U64_GC3_01_2078	LFQ_Ctrl_U64_GC3_01_2079	LFQ_Ctrl_U65_GB1_01_2033	LFQ_Ctrl_U65_GB1_01_2034	LFQ_Ctrl_U66_GB2_01_2035	LFQ_Ctrl_U66_GB2_01_2036	LFQ_Ctrl_U67_GC4_01_2081	LFQ_Ctrl_U67_GC4_01_2082	LFQ_Ctrl_U68_GC5_01_2083	LFQ_Ctrl_U68_GC5_01_2084	LFQ_Ctrl_U71_GB3_01_2037	LFQ_Ctrl_U71_GB3_01_2038	LFQ_HF.pEF_U10_GA3_01_2050	LFQ_HF.pEF_U10_GA3_01_2051	LFQ_HF.pEF_U11_GA4_01_2052	LFQ_HF.pEF_U11_GA4_01_2053	LFQ_HF.pEF_U16_GA6_01_2026	LFQ_HF.pEF_U16_GA6_01_2027	LFQ_HF.pEF_U2_GA2_01_2018	LFQ_HF.pEF_U2_GA2_01_2019	LFQ_HF.pEF_U24_GA5_01_2054	LFQ_HF.pEF_U24_GA5_01_2055	LFQ_HF.pEF_U4_GA3_01_2020	LFQ_HF.pEF_U4_GA3_01_2021	LFQ_HF.pEF_U5_GA2_01_2048	LFQ_HF.pEF_U5_GA2_01_2049	LFQ_HF.pEF_U8_GA4_01_2022	LFQ_HF.pEF_U8_GA4_01_2023	LFQ_HF.pEF_U9_GA5_01_2024	LFQ_HF.pEF_U9_GA5_01_2025	LFQ_HF.rEF_U30_GA6_01_2058	LFQ_HF.rEF_U30_GA6_01_2059	LFQ_HF.rEF_U34_GA7_01_2060	LFQ_HF.rEF_U34_GA7_01_2061	LFQ_HF.rEF_U37_GA8_01_2062	LFQ_HF.rEF_U37_GA8_01_2063	LFQ_HF.rEF_U39_GB4_01_2040	LFQ_HF.rEF_U39_GB4_01_2041	LFQ_HF.rEF_U42_GB5_01_2042	LFQ_HF.rEF_U42_GB5_01_2043	LFQ_HF.rEF_U46_GB1_01_2064	LFQ_HF.rEF_U46_GB1_01_2065	LFQ_HF.rEF_U48_GB2_01_2066	LFQ_HF.rEF_U48_GB2_01_2067	LFQ_HF.rEF_U53_GB5_01_2044	LFQ_HF.rEF_U53_GB5_01_2045	N: Peptides	N: Razor...unique.peptides	N: Unique.peptides	N: Sequence.coverage....	N: Unique...razor.sequence.coverage....	N: Unique.sequence.coverage....	N: Mol..weight..kDa.	N: Q.value	N: Score	N: Intensity	N: MS.MS.count	T: Protein.IDs	T: Majority.protein.IDs	T: Protein.names	T: Gene.names	T: id
COL6A3	21.1394	21.1827	20.4645	20.261	22.3625	20.8471	20.8348	20.4972	19.4735	20.135	21.0427	20.9951	20.5147	20.4143	20.5147	19.7272	19.8426	20.1554	20.591	20.7963	20.8901	20.9819	19.2525	19.2095	20.8111	21.1195	20.8722	20.8722	21.4793	21.3655	20.8901	21.1697	21.1394	20.8348	21.4793	21.1539	20.8901	20.9482	20.591	20.667	21.1067	21.2495	20.8722	20.7562	21.0897	20.7676	20.4877	20.9039	20.9039	21.2495	20.591	20.5062	20.8591	20.135	19	19	19	9.6	9.6	9.6	321.35	0	323.31	417950000	972	"P12111-2;P12111;P12111-4;P12111-5;P12111-3;E7ENL6;A0A804HKS9;A0A804HKC7;C9JNG9"	"P12111-2;P12111;P12111-4;P12111-5"	Collagen alpha-3(VI) chain	COL6A3	881
PIP	20.4972	20.4211	20.9039	21.0566	18.4263	18.6508	20.1766	20.261	25.8799	26.1799	19.0584	19.0584	18.1996	18.9131	18.8529	17.7187	19.6124	19.5143	18.2964	18.0438	17.3969	17.8989	17.6157	17.4638	18.9987	18.5526	21.2124	21.335	20.0026	20.0026	18.1996	18.3498	19.2951	19.2866	20.8901	20.9163	21.9821	22.235	19.6202	19.2001	20.7079	20.7963	18.7478	18.7123	19.2095	19.2095	16.9289	16.9289	18.5067	18.4094	19.9214	20.0903	17.034	17.0511	12	12	12	69.9	69.9	69.9	16.572	0	323.31	571780000	1093	P12273	P12273	Prolactin-inducible protein	PIP	883
CKB	15.436	16.4846	16.6348	16.5875	16.5315	14.4541	14.932	16.8365	20.0461	20.3712	15.0029	15.6001	16.966	16.3834	16.3955	15.346	15.1852	15.6369	17.8076	17.882	15.2736	15.1385	15.6614	15.4074	15.22	15.0184	14.4284	16.6046	16.7734	16.8079	15.0184	15.737	15.4778	15.5471	16.7333	16.5029	15.5593	16.1208	17.1847	17.3002	17.2577	17.6953	15.3789	15.9891	15.2375	15.1089	13.8293	14.0726	17.3185	18.5526	21.5292	20.1766	15.1221	16.616	10	10	1	41.2	41.2	6	42.644	0	20.945	29096000	59	"P12277;G3V4N7;G3V461"	P12277	Creatine kinase B-type	CKB	884
ANXA3	15.8352	15.5308	13.3142	14.1593	18.1834	18.741	18.0723	17.9257	17.6433	17.9178	17.7273	17.7187	19.2363	18.5526	19.2271	19.671	17.9178	18.5321	20.2943	20.6947	15.0029	14.7724	22.5858	22.8788	15.5716	17.0671	15.3179	15.2053	15.6248	14.8674	14.2694	15.5471	14.8492	14.2694	15.0585	15.6885	16.5945	16.3834	17.1195	18.574	15.7726	16.0766	14.811	14.4965	15.7013	15.6614	20.8471	21.2124	20.3823	20.667	16.6648	16.616	20.4335	20.8591	15	15	15	52	52	52	36.375	0	176.76	203000000	180	"P12429;D6RA82;D6RFG5;D6RCA8;D6RAZ8;D6RFJ9"	"P12429;D6RA82"	"Annexin A3;Annexin"	ANXA3	885
RNASE3	15.737	14.4765	17.0074	13.868	19.2001	18.869	15.6614	18.7653	18.7255	14.0987	17.8707	17.6833	19.8054	13.9008	20.2444	19.506	18.419	18.4335	19.3504	18.9987	14.7155	15.7726	20.3823	20.5582	15.346	17.0428	15.4507	15.0585	17.2153	16.4046	15.8223	17.2081	16.09	15.6369	14.7724	13.1669	17.1112	17.5124	15.0585	14.1593	14.8991	14.8309	15.6369	14.2425	14.9491	14.0726	17.519	14.9491	19.4181	19.4354	14.3802	14.3313	14.9167	17.6366	3	3	3	26.9	26.9	26.9	18.385	0	14.155	34127000	22	P12724	P12724	Eosinophil cationic protein	RNASE3	886
ACTN1	14.8674	13.9008	16.9472	15.1089	16.2854	14.7918	18.9382	16.0573	18.4409	15.0732	14.6781	15.6885	16.5687	16.8287	17.8381	16.7734	16.6537	17.2003	18.4613	17.6433	13.6282	15.346	20.3712	19.9126	15.9972	17.138	17.338	17.5682	15.3179	15.7145	14.6781	16.1547	16.3073	13.9753	15.7262	14.0024	17.846	14.4965	15.7145	14.9167	12.8184	16.616	12.8184	15.4208	14.8309	14.0987	15.0029	15.9084	14.8674	17.583	15.5308	16.0106	14.5861	17.3185	22	12	12	37.1	24.4	24.4	103.06	0	38.506	32845000	33	"P12814;P12814-4;P12814-3;P12814-2;A0A804HKE2;A0A804HII9;A0A7I2V4Y4;A0A804HK61;A0A804HLF4;A0A804HL31;A0A804HJU8;A0A804HLD0;A0A804HIN7;H9KV75;H7C5W8;G3V2N5;H0YJW3;A0A804HJQ9;G3V2W4;H0YJ11;A0A804HJN7;G3V5M4;A0A804HIY0;G3V380"	"P12814;P12814-4;P12814-3;P12814-2;A0A804HKE2;A0A804HII9;A0A7I2V4Y4;A0A804HK61;A0A804HLF4;A0A804HL31;A0A804HJU8;A0A804HLD0;A0A804HIN7;H9KV75"	Alpha-actinin-1	ACTN1	887
CDH1	22.2583	22.4308	22.4749	22.8788	22.4514	21.6233	23.3972	23.2763	20.6264	20.6534	21.7012	21.6081	23.0678	23.0395	23.0083	21.9542	23.1052	23.0083	22.1583	22.0378	22.3882	22.3625	21.0139	21.1539	22.4514	22.8118	22.5562	22.5267	22.5267	22.339	22.4749	22.4308	21.6081	21.3983	18.5667	18.344	20.3823	20.3944	22.5858	22.6818	23.1052	22.911	22.1839	22.3116	22.7151	22.2099	22.3625	22.2871	19.268	18.682	22.5036	22.5267	22.339	22.339	16	16	15	25.1	25.1	24.3	97.455	0	323.31	1828300000	2806	"P12830;P12830-2;H3BNC6;H3BVI7;J3QKP1"	"P12830;P12830-2;H3BNC6"	"Cadherin-1;E-Cad/CTF1;E-Cad/CTF2;E-Cad/CTF3"	CDH1	888
IFI30	20.9482	21.1697	20.5062	20.7963	22.4749	21.4136	20.329	21.0897	19.2179	15.8972	20.0251	20.261	19.5881	19.8054	19.3203	19.0252	20.0026	20.1656	19.7798	19.9823	21.2681	21.335	20.7676	20.8591	20.5776	20.5147	20.6387	20.4211	20.4775	20.6947	20.3139	20.4032	20.8348	21.1394	11.9501	15.9084	21.0897	20.9951	21.3197	21.4642	21.335	21.4642	21.2495	21.1827	20.7185	20.5582	20.527	20.7437	15.5593	17.5124	20.8111	20.7437	20.6031	13.4568	6	6	6	42.8	42.8	42.8	27.963	0	55.658	177180000	530	P13284	P13284	Gamma-interferon-inducible lysosomal thiol reductase	IFI30	891
LAMP2	21.4302	21.352	21.9821	22.1583	22.5562	21.4793	22.5036	22.5267	20.3382	20.2242	19.2095	19.4663	20.963	20.963	19.3355	20.7437	21.7443	21.8451	19.4663	19.3504	22.0164	22.0164	21.2326	21.2495	20.0682	20.7317	19.7329	19.6288	20.7317	20.6031	20.5582	20.5147	19.5604	19.5323	22.2583	22.5267	22.0559	22.1583	19.995	19.995	20.2059	20.1656	21.0427	20.8111	21.6419	21.1195	20.5147	20.5582	21.0278	21.0566	20.329	20.2242	20.6264	20.3944	4	4	4	9.3	9.3	9.3	44.955	0	199.47	272050000	360	"P13473-2;P13473;P13473-3;H0YCG2"	"P13473-2;P13473;P13473-3"	Lysosome-associated membrane glycoprotein 2	LAMP2	892
RNH1	20.1113	13.9753	19.5406	19.7272	19.5954	19.0339	18.6431	16.1321	19.7716	19.7427	19.1109	18.8767	19.9214	18.8529	20.5017	18.7323	19.6629	19.6041	19.3419	19.2761	19.1109	19.1629	21.1539	21.0733	15.9208	14.6294	19.4663	19.671	20.7079	14.1593	20.2943	20.4557	21.3655	20.8722	18.0147	18.4094	19.8802	20.3139	20.8244	16.3497	20.5465	20.8722	20.3823	20.2713	19.4735	19.1923	20.1448	20.2059	19.2866	15.4208	21.2124	21.2495	20.0682	20.216	12	12	12	48.6	48.6	48.6	49.973	0	43.771	129780000	95	"P13489;E9PMJ3;E9PLZ3;E9PIM9;E9PIK5;H0YCR7;E9PMA9;E9PR82;E9PMI1"	"P13489;E9PMJ3;E9PLZ3;E9PIM9"	Ribonuclease inhibitor	RNH1	893
EEF2	17.0671	17.0428	18.741	18.741	18.8529	18.3201	18.0349	18.4011	19.0768	19.1552	18.0576	18.154	17.3185	18.0501	18.6744	18.1018	19.6202	19.6629	18.1996	18.2055	17.4744	17.8161	20.8244	20.2713	17.3828	14.5202	16.9085	16.9472	17.3465	17.1195	16.7626	16.8547	16.5875	17.1763	18.1321	18.0501	18.869	18.3941	17.5124	17.6253	17.7354	17.1015	18.6744	18.6111	14.5452	16.3834	19.5881	19.6373	18.7857	19.0678	18.4928	18.4613	19.7184	19.671	15	15	15	26.8	26.8	26.8	95.337	0	43.901	89627000	205	P13639	P13639	Elongation factor 2	EEF2	894
PRG2	21.5117	21.4442	20.2444	20.4143	20.0568	20.3491	20.0461	19.7272	19.3766	19.4275	19.268	19.1251	19.6451	19.4005	20.9325	19.7959	19.3269	19.2866	20.8722	20.5582	19.4906	19.3689	18.8529	18.7783	20.4032	20.3382	20.0336	20.0682	20.9482	20.8471	19.268	19.2001	20.9482	20.7437	19.6373	19.4663	18.3557	18.3778	20.261	20.1448	20.6163	20.2837	19.5782	19.5604	20.2943	20.329	19.3504	19.3355	20.7562	20.7676	20.4877	20.2713	19.1176	19.2271	7	7	7	36.9	36.9	36.9	25.205	0	69.451	226770000	298	"P13727;P13727-2;H0YCG3"	"P13727;P13727-2"	"Bone marrow proteoglycan;Eosinophil granule major basic protein"	PRG2	898
LCP1	15.4645	16.09	18.0069	18.3778	18.344	18.2903	18.9002	19.1394	20.8111	20.9951	18.9806	18.9891	20.7562	20.779	20.0568	20.3606	19.4586	19.3269	22.0378	21.9542	15.737	15.6731	23.5809	23.8067	18.4011	18.2964	16.7333	16.1781	15.7611	14.7724	16.1657	14.811	15.3789	16.1547	16.5509	15.8862	16.0214	14.811	20.4143	20.0568	16.7144	15.8493	16.4846	16.8365	16.0214	16.1443	21.1067	21.3197	20.1554	20.1021	17.3749	17.2153	21.1539	21.2849	32	32	26	64.8	64.8	56.3	70.288	0	323.31	296260000	385	"P13796;Q5TBN3;P13796-2;Q5TBN5"	P13796	Plastin-2	LCP1	899
PLS3	16.5875	16.5801	16.7427	10.4835	16.3955	13.7795	15.0184	15.737	16.4562	18.0295	15.6001	15.7611	16.1321	16.1321	17.2478	16.9174	16.9744	16.8807	15.7013	15.5071	16.1886	16.2854	18.2202	18.4011	15.7611	16.5029	16.5687	16.5875	16.5509	13.1669	16.6348	16.7891	16.1113	16.966	16.4645	16.616	17.583	15.8862	17.7187	15.874	17.0074	16.7734	17.0952	16.418	14.7536	16.7333	16.7626	17.1924	17.2153	17.1672	15.9759	16.3073	16.8365	16.9174	16	10	8	36.4	27.4	22.9	65.632	0	15.095	22192000	40	"P13797-3;P13797-2;P13797;U3KQI3;H7C4N2"	"P13797-3;P13797-2;P13797"	Plastin-3	PLS3	900
SELL	17.8635	16.3718	15.7726	16.0573	12.8184	15.3618	16.3177	15.304	14.5622	17.4536	17.1311	13.1669	17.9556	18.1606	13.9008	17.4367	17.489	16.09	13.5241	13.868	14.5861	14.1884	13.868	15.8223	16.0466	19.6629	18.0501	18.0069	17.6516	17.7018	18.5067	18.2964	16.0573	17.9406	15.8972	15.6001	15.5071	18.1321	16.7033	17.831	13.3142	15.1221	16.3718	15.2736	18.0349	17.9333	17.1763	14.2425	16.0573	14.2095	14.8492	17.6747	17.0167	17.1672	2	2	2	7	7	7	42.187	0.0045215	3.5466	22193000	18	"P14151;P14151-2"	"P14151;P14151-2"	L-selectin	SELL	905
CPM	19.1394	19.3689	19.4516	19.6451	21.335	20.5465	18.6907	19.2586	19.1476	18.7478	19.4824	19.3504	18.2202	18.2751	18.636	18.8359	18.252	17.5997	18.5967	18.7561	18.9592	19.5226	17.583	17.1587	19.4824	19.4586	19.5226	19.6998	19.8533	19.8151	18.9525	19.0421	19.3419	19.3419	19.2001	19.1251	19.6892	18.6907	19.4586	19.0839	19.6373	19.6796	19.2525	19.1923	19.9311	19.8619	18.6676	18.682	19.2179	19.1109	19.506	19.7184	18.5808	18.4996	10	10	10	32.1	32.1	32.1	50.513	0	63.62	143020000	249	"P14384;F8W111;F8VVI6;H0YHN7;F8VR29;F8VU13"	"P14384;F8W111"	Carboxypeptidase M	CPM	907
NID1	21.7012	21.7012	20.7185	20.4775	21.3655	21.6081	20.8591	21.0733	20.9819	21.0278	22.0378	22.1302	20.9482	21.2495	20.0682	19.9214	20.667	20.5147	21.1195	21.3037	20.329	20.8591	18.2055	18.252	21.7234	21.8089	22.7151	22.6818	22.7151	23.0083	22.409	22.5858	19.871	19.8426	19.268	18.8195	17.6516	17.3749	20.7185	20.7437	22.98	22.98	21.6611	21.7234	22.5858	22.7151	20.5359	20.5672	19.8329	19.1786	22.3882	22.4514	20.4447	20.3606	23	23	23	32.1	32.1	32.1	122.02	0	323.31	784450000	2879	"P14543-2;P14543"	"P14543-2;P14543"	Nidogen-1	NID1	908
AKR1A1	17.0428	18.0069	16.3834	17.6924	19.2525	18.7653	17.5008	17.831	18.7653	18.5526	16.7983	16.723	16.8639	17.0074	17.7962	17.2237	17.9333	18.2055	18.9653	19.0078	19.3597	19.3355	19.1015	19.2951	18.2833	17.505	16.8807	16.9085	17.3828	17.519	17.882	18.4996	18.4682	18.0806	19.8054	19.7272	17.3284	17.138	17.505	17.0952	17.6087	17.7273	19.4435	19.3766	17.5745	17.4818	17.4967	17.5592	15.0732	15.3789	18.9987	18.8849	16.5801	16.7626	11	11	11	42.8	42.8	42.8	36.573	0	31.739	78089000	128	"P14550;Q5T621;V9GYG2;V9GYP9"	P14550	Alcohol dehydrogenase [NADP(+)]	AKR1A1	909
MMP9	15.4074	16.0335	16.7983	15.2053	17.5682	16.3718	17.7098	16.6433	18.1018	16.418	16.5226	16.8463	18.5526	18.4928	18.9891	20.5359	17.6895	18.2286	21.3197	21.1195	14.8674	14.0726	22.0164	22.0378	17.1195	15.436	17.1112	14.9625	14.811	15.9576	15.7013	16.2229	15.491	14.8991	15.0928	13.8293	18.4477	16.2539	19.1629	19.1923	13.677	14.7724	15.038	13.9008	14.4765	15.1221	19.268	19.9732	18.6508	18.7123	16.0999	14.811	19.71	19.71	25	25	25	44.3	44.3	44.3	78.457	0	196.42	162650000	302	P14780	P14780	"Matrix metalloproteinase-9;67 kDa matrix metalloproteinase-9;82 kDa matrix metalloproteinase-9"	MMP9	910
JUP	17.4292	18.1757	18.8359	18.812	17.3097	17.2153	16.7891	18.2371	19.2363	19.5143	17.3828	17.3574	18.6907	18.4778	19.0421	18.6048	20.8244	21.0278	14.3527	15.8493	18.0651	18.0438	20.667	20.4557	17.3969	15.4074	16.1657	15.1385	18.5808	18.8045	16.2229	16.9887	16.4046	15.6001	16.4846	16.4262	18.0349	18.5967	15.2893	14.8824	16.2442	14.8991	17.6366	17.5745	16.2229	16.2114	20.2343	20.2242	21.0427	21.1539	17.1847	17.4818	20.3139	20.2713	26	26	26	55.3	55.3	55.3	81.744	0	143.64	175960000	297	"P14923;C9JTX4;C9J826;C9JK18;C9JKY1;C9JPI2;A0A2R8Y750;A0A2R8Y7Z0;A0A2R8YCH5;B4DGU4;A0A2R8Y5Z1;A0A2R8Y804;K7ERP3;A0A2R8Y5C3;A0A2R8Y543;A0A2R8Y5A3;P35222;A0A2R8Y6G0"	P14923	Junction plakoglobin	JUP	911
ANPEP	21.8451	21.7443	21.8451	21.5292	23.7601	22.8424	21.7867	22.235	22.3625	22.4749	22.0015	21.9821	22.235	22.5858	20.7079	20.4335	22.3625	22.6168	22.5267	22.5562	23.0678	23.6321	23.7601	23.7235	21.1067	21.2326	22.0378	21.8089	22.5858	22.7459	22.7791	22.8118	21.5117	21.5717	23.9824	24.0197	21.5292	21.8451	22.2583	22.5858	22.235	22.409	23.1863	23.1052	23.7235	23.0083	21.4442	21.1697	22.4308	22.0798	22.7151	22.7459	21.352	21.1827	45	45	45	53.7	53.7	53.7	109.54	0	323.31	1739900000	2870	"P15144;H0YKT6;H0YLZ8;H0YMC1"	P15144	Aminopeptidase N	ANPEP	912
RAC2	18.2286	14.8492	15.1852	18.4682	13.6282	17.0671	17.9068	17.9914	18.1834	18.2964	17.6157	17.9406	18.6744	18.3359	18.6283	18.8278	17.6516	17.138	19.5782	18.3273	15.9891	17.2237	20.527	20.5465	17.9612	17.2237	17.7811	14.3527	18.8609	18.0887	16.493	15.4778	15.2893	16.5593	18.9447	17.9556	16.3611	14.3527	15.1685	17.6087	15.8972	16.0466	16.5226	17.3904	15.9576	16.9995	18.2286	18.5067	18.7177	19.5954	17.6157	15.4208	18.636	18.4263	6	6	3	27.6	27.6	12.5	21.429	0	14.05	54347000	42	"P15153;B1AH77;B1AH80;B1AH78;P60763;J3KSC4;J3QLK0"	"P15153;B1AH77;B1AH80;B1AH78;P60763"	"Ras-related C3 botulinum toxin substrate 2;Ras-related C3 botulinum toxin substrate 3"	"RAC2;RAC3"	913
B4GALT1	17.0858	17.8229	14.8674	17.4292	18.2286	17.7811	17.7187	17.9827	19.3504	19.2951	17.2237	17.0858	16.2229	15.6001	14.9625	15.4778	16.0573	15.5203	16.5509	16.6727	16.9744	16.818	16.1886	15.874	14.7536	16.7891	17.3904	17.55	17.7727	17.9914	16.8991	16.4846	17.2237	14.8824	17.7098	17.8076	17.5682	14.9625	17.0167	16.9887	17.7187	16.8807	17.0595	17.1311	17.7577	17.7018	15.6885	15.4208	17.2237	17.6516	17.6669	17.3185	15.6731	15.2375	4	4	4	21.1	21.1	21.1	43.92	0	26.125	26093000	60	"P15291;P15291-2;Q86XA6"	"P15291;P15291-2"	"Beta-1,4-galactosyltransferase 1;Lactose synthase A protein;N-acetyllactosamine synthase;Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase;Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase;Processed beta-1,4-galactosyltransferase 1"	B4GALT1	914
ACPP	21.1697	21.2849	21.9542	21.8451	21.352	20.5359	17.5008	18.6111	22.0378	22.235	20.1214	20.0026	21.0733	20.7963	18.5526	18.1996	18.1757	18.3778	23.4884	23.6774	19.4586	19.384	16.5029	16.5801	19.0507	18.9987	20.5147	20.3139	20.9819	20.9325	20.0568	20.0251	20.4877	20.3712	19.8619	19.8329	21.5467	21.6419	19.7184	19.671	23.0395	23.0083	20.8244	20.9325	21.2326	21.0278	18.9131	18.8278	20.5672	20.6387	24.5815	24.5815	18.8609	18.4613	17	17	17	44	44	44	44.566	0	323.31	1016600000	1044	"P15309;P15309-2;P15309-3;E9PFE6"	"P15309;P15309-2;P15309-3"	"Prostatic acid phosphatase;PAPf39"	ACPP	915
EZR	19.3033	19.2179	19.384	19.3121	19.7539	19.384	18.2202	18.0438	18.8359	19.3766	18.9447	19.2271	19.3419	19.1326	20.7437	20.3139	19.0918	18.812	19.7049	19.8054	19.0507	18.9002	19.5226	19.5226	18.3711	17.6953	19.0078	19.0768	19.8054	19.8426	18.8767	18.6048	19.4824	19.1552	20.0804	20.1853	19.8241	19.8054	19.3033	19.0507	18.7063	18.6431	19.7329	19.6629	19.3033	19.3203	19.1476	19.5143	19.671	19.8533	19.4735	19.4275	19.6288	19.4091	16	11	11	29	20	20	69.412	0	61.548	175360000	453	P15311	P15311	Ezrin	EZR	916
FOLR1	20.3491	20.3606	21.1539	21.2124	21.4793	21.1067	20.3491	20.7437	19.2525	18.4778	21.335	21.4793	19.5604	19.1251	20.6947	20.1214	19.671	19.9632	20.329	20.3139	20.9163	20.9163	19.3504	19.4091	20.7079	20.6947	20.3944	20.5062	20.5776	20.6163	20.1554	20.1214	21.0278	21.1697	21.9313	21.589	21.0139	20.9819	21.1827	20.9482	21.589	21.4793	20.8348	20.9163	20.9819	20.8471	20.2444	20.2521	20.6264	19.4516	20.1554	20.3944	20.3944	20.2444	10	10	10	49.8	49.8	49.8	29.819	0	323.31	384510000	518	P15328	P15328	Folate receptor alpha	FOLR1	917
GNS	20.7562	20.6534	22.0015	22.0798	20.5062	20.6534	21.4302	21.8874	19.9823	19.8802	20.6031	20.4972	21.7012	21.7012	21.1067	20.2661	22.2583	22.1059	20.2343	20.3823	22.2583	22.339	21.7234	21.7443	21.1195	20.9951	20.7079	20.4877	21.0427	20.779	21.7012	21.7443	21.0897	20.9163	20.4877	20.4211	21.8643	21.8295	21.1067	21.2326	21.2326	21.0897	20.8591	20.7079	21.2681	21.0427	20.6031	20.6163	20.329	19.6541	20.9039	20.9951	20.6801	20.5776	17	17	17	41.5	41.5	41.5	62.081	0	245.95	640030000	870	"P15586;H7C3P4;F6S8M0;P15586-2;H0YFA9;F5H4C6"	"P15586;H7C3P4;F6S8M0;P15586-2"	N-acetylglucosamine-6-sulfatase	GNS	919
IGLL1	18.9207	19.0584	19.9412	19.5406	20.0336	19.3033	19.6202	19.71	19.9412	18.2055	17.7811	17.7888	19.7539	19.6541	17.2003	19.4586	18.8195	18.893	18.2833	18.4477	21.0733	20.9482	14.2425	17.7962	20.8244	20.8244	18.5385	18.559	19.1176	19.1109	20.9482	20.9951	19.5881	19.498	17.1195	16.5945	19.3597	19.2179	19.8533	19.71	21.6838	21.7012	20.3038	20.3823	19.2951	19.3269	18.0887	18.1403	15.7013	18.5067	20.9325	20.8471	18.2441	18.1321	2	2	2	14.1	14.1	14.1	22.963	0	248.42	125200000	138	P15814	P15814	Immunoglobulin lambda-like polypeptide 1	IGLL1	920
DSP	19.2363	19.0507	20.9819	20.8348	18.8359	18.588	18.7783	19.0918	20.3491	20.2059	18.6508	18.559	19.5954	19.5604	20.4143	20.6801	22.98	23.0678	15.6141	16.1547	19.1326	19.1851	22.1302	22.2583	18.5321	17.8381	17.2003	17.034	18.7947	19.506	17.0952	17.4818	17.2324	16.8991	17.5424	17.5424	19.498	19.6373	18.1834	16.8991	17.9612	17.4367	18.8359	18.7947	17.7657	17.4049	21.5717	21.6838	22.4514	22.5267	18.545	18.559	21.6611	21.6838	78	78	78	35.2	35.2	35.2	331.77	0	260.49	442900000	695	"P15924;P15924-3;P15924-2;A0A804HL18"	"P15924;P15924-3;P15924-2"	Desmoplakin	DSP	921
CBR1	18.2751	18.4613	16.9744	17.338	18.3498	17.534	16.6648	17.6669	19.0678	17.0074	18.4011	18.11	17.1763	16.9887	18.4996	17.7577	18.5067	18.7561	17.505	17.6953	17.9767	18.1179	18.6508	19.0078	17.3749	17.6516	17.5124	17.1489	17.9612	14.4284	17.4536	17.2403	18.4477	17.9827	19.1629	19.0252	17.9681	18.1179	17.6433	18.0069	17.6953	17.1924	17.6833	17.9257	17.6593	17.2643	17.9068	17.9494	17.4441	16.966	18.3557	18.3711	18.0295	17.7727	11	11	11	52.7	52.7	52.7	30.375	0	20.777	57330000	70	"P16152;E9PQ63;A8MTM1;P16152-2;O75828"	P16152	Carbonyl reductase [NADPH] 1	CBR1	924
GLB1	20.9039	21.0733	21.8874	21.9313	22.7791	21.7012	21.589	21.5467	19.5406	19.5686	20.2713	20.1448	21.2495	21.352	19.9632	19.498	21.2326	21.335	19.2363	19.268	21.352	21.4945	21.2849	21.3655	19.7184	19.5954	19.8802	19.8426	20.5672	20.5147	19.7716	19.871	19.384	19.3203	21.1697	20.9951	22.0378	22.0798	21.2326	21.3816	21.0897	21.1195	21.2124	21.2681	21.7012	21.4442	20.591	20.667	19.9823	20.1656	20.779	20.6801	20.5465	20.4447	17	17	15	31.7	31.7	25.8	72.75	0	253.13	483870000	688	"P16278-3;P16278;E7EQ29;P16278-2;C9JF15;F8WF40;C9J539;C9JWX1;Q6UWU2-2;Q6UWU2"	"P16278-3;P16278;E7EQ29;P16278-2"	Beta-galactosidase	GLB1	926
HIST1H1B	14.1884	14.7724	16.0648	12.6513	15.346	18.4613	16.3311	17.1311	17.6833	16.6433	18.8045	18.3557	19.6892	19.0159	20.2343	19.4435	18.4682	18.0806	20.216	20.1943	16.5123	14.9625	20.1853	20.1656	18.0576	18.0887	15.9457	13.3987	15.4074	15.3932	15.2544	15.491	14.8991	14.4765	18.1927	16.3311	18.1018	15.5071	18.93	18.2676	15.4778	15.0184	17.2577	15.5071	14.5202	15.8352	19.3033	19.8054	22.7791	22.6818	18.2371	15.0928	19.8241	19.8533	5	5	5	19.5	19.5	19.5	22.58	0	9.7895	64421000	64	P16401	P16401	Histone H1.5	HIST1H1B	927
HIST1H1C	16.1886	13.0476	13.8293	16.723	14.4541	17.8076	16.5226	17.1587	19.7873	19.7539	17.6253	17.2237	19.5524	20.2343	19.1176	20.2444	17.4638	17.2403	20.6387	20.7676	15.5593	15.3789	21.4642	21.4945	17.1489	17.3465	15.7987	15.8644	15.9759	16.7983	13.9753	15.8352	16.0466	15.1852	15.2053	15.491	17.3465	17.3665	18.4011	18.1018	15.151	15.7488	15.1385	15.436	14.0726	15.8862	20.6947	20.7676	22.7151	22.5858	16.1657	14.8309	20.7185	20.5672	8	8	3	27.2	27.2	9.9	21.364	0	19.067	105020000	111	"P16403;P22492;Q02539"	P16403	Histone H1.2	HIST1H1C	928
